Num Cols: [3, 4, 5, 6, 9, 10, 14, 16, 17, 18, 19, 22, 23, 24]
Cat Cols: [8, 11, 12, 13, 15]
Null Rows: ['19031']
Dirty Rows: ['23134']
14167, 3, 151.377316
7518, 3, 123.815864
17112, 3, 87.691897
3018, 3, 82.879382
1596, 3, 80.291247
9729, 3, 77.799836
12303, 3, 63.241517
8306, 3, 63.238096
26072, 3, 63.234870
5654, 3, 54.771095
14507, 3, 54.624899
1595, 3, 52.937906
9523, 3, 52.613921
24671, 3, 49.693657
7239, 3, 46.999895
14509, 3, 46.428510
20920, 3, 44.768355
14508, 3, 44.121367
1597, 3, 44.031266
19274, 3, 37.991005
14510, 3, 37.008840
5365, 3, 36.973657
341, 3, 32.646259
5690, 3, 32.150240
19357, 3, 30.529199
13501, 3, 29.861440
643, 3, 29.830282
9222, 3, 29.811835
18180, 3, 28.114573
9758, 3, 28.103866
3874, 3, 28.103813
17342, 3, 26.792120
9230, 3, 26.354698
19327, 3, 25.423756
24288, 3, 24.212394
342, 3, 24.074787
14518, 3, 23.917931
6297, 3, 23.904049
2332, 3, 23.870912
18945, 3, 23.578146
5242, 3, 23.070182
26668, 3, 22.688335
20316, 3, 22.323920
7286, 2, 21.310234
2413, 3, 21.113029
10302, 3, 20.917461
21145, 2, 20.684314
19449, 3, 20.674845
6048, 2, 20.309774
22229, 2, 20.015681
21112, 2, 19.855237
19288, 3, 19.064867
17362, 3, 17.684996
24669, 3, 17.487385
3870, 3, 16.979523
9520, 2, 16.955996
20264, 3, 16.906542
22759, 2, 16.812155
19363, 3, 16.802456
21710, 2, 16.685116
17434, 3, 16.320307
9519, 2, 16.097919
9659, 3, 15.932778
3025, 3, 15.917323
17456, 3, 15.914727
17455, 3, 15.631441
22615, 2, 15.618418
5241, 2, 15.452555
21144, 2, 15.376089
5280, 0, 15.303463
21285, 0, 15.303463
3241, 3, 15.274980
9688, 3, 15.274400
18188, 3, 15.265917
10869, 2, 15.201080
17363, 2, 14.697449
26739, 2, 14.174913
19336, 3, 14.086108
19335, 3, 14.080484
27003, 2, 13.874922
14346, 3, 13.864089
1394, 3, 13.863468
9521, 2, 13.385581
20325, 3, 13.335673
1998, 3, 13.335094
14799, 3, 13.335094
3011, 3, 13.081584
15256, 3, 12.910533
633, 3, 12.637966
1999, 3, 12.431588
14800, 3, 12.431588
13264, 2, 12.294837
16063, 2, 12.101970
1310, 3, 12.003068
22762, 2, 11.676347
22122, 2, 11.559366
3818, 3, 11.454130
1348, 2, 11.437769
20954, 2, 11.378083
21384, 3, 11.371375
5340, 3, 11.371051
25505, 0, 11.245295
21314, 2, 11.063740
9532, 3, 10.939514
7263, 2, 10.834522
18067, 2, 10.831746
18206, 3, 10.686128
9533, 3, 10.576300
9518, 3, 10.556463
17431, 2, 10.542835
9517, 3, 10.494467
13251, 0, 10.276408
24682, 2, 10.239273
11473, 2, 10.211194
7276, 2, 10.209451
8664, 2, 10.084068
24084, 3, 10.007502
6900, 3, 10.007481
11239, 3, 10.007289
20817, 2, 9.960373
17450, 3, 9.952214
19876, 3, 9.930242
9386, 3, 9.897980
9816, 0, 9.887073
9428, 2, 9.873720
9590, 2, 9.872565
9815, 0, 9.872537
14164, 3, 9.868235
1358, 3, 9.865915
17449, 3, 9.851707
631, 0, 9.836831
19446, 2, 9.836690
9722, 3, 9.819544
20037, 2, 9.814456
3234, 3, 9.802325
9683, 3, 9.802325
18174, 3, 9.801761
2560, 3, 9.799240
4359, 2, 9.781547
21709, 2, 9.780247
19880, 2, 9.779764
9657, 3, 9.779083
17447, 3, 9.777774
5080, 3, 9.777435
20898, 3, 9.777435
9615, 2, 9.768613
14342, 0, 9.764758
5082, 3, 9.760470
20901, 3, 9.759821
4395, 3, 9.736584
18179, 2, 9.702462
20283, 3, 9.699827
11240, 3, 9.688034
6901, 3, 9.687989
24085, 3, 9.687978
12228, 3, 9.680867
8229, 3, 9.673220
25966, 3, 9.672134
20314, 2, 9.658739
4388, 2, 9.655656
9795, 2, 9.655419
9602, 2, 9.651489
9866, 2, 9.567453
16062, 3, 9.525699
9781, 2, 9.520159
4351, 2, 9.518677
19874, 2, 9.518677
1403, 3, 9.503304
9466, 3, 9.502407
19480, 2, 9.492345
3955, 2, 9.492345
26667, 2, 9.484492
15514, 3, 9.465241
2414, 3, 9.464596
5588, 3, 9.464167
3695, 3, 9.418512
9723, 3, 9.418512
20915, 3, 9.386057
11529, 2, 9.385149
7342, 2, 9.385065
24786, 2, 9.384914
19460, 2, 9.381354
9387, 3, 9.349354
10868, 2, 9.335093
17448, 3, 9.325956
3021, 3, 9.325311
14165, 3, 9.318434
1359, 3, 9.316020
21135, 2, 9.269692
9965, 3, 9.245517
21194, 3, 9.244332
5273, 3, 9.243788
3836, 2, 9.221866
19291, 2, 9.217414
15877, 3, 9.195947
7691, 2, 9.173886
11801, 2, 9.173528
19360, 3, 9.161715
9763, 3, 9.161046
16384, 3, 9.145932
9622, 3, 9.145348
20052, 2, 9.138127
4602, 2, 9.137901
18062, 3, 9.128236
20310, 2, 9.117054
7244, 2, 9.113161
15180, 2, 9.094352
3932, 2, 9.081419
12151, 2, 9.051539
8136, 2, 9.051046
17831, 3, 9.036792
3030, 3, 9.036110
9665, 3, 9.035429
3816, 2, 9.029628
19444, 2, 9.025165
2782, 2, 9.007227
17090, 2, 9.007227
19307, 3, 9.003385
3850, 3, 9.002776
18893, 3, 8.979715
20275, 2, 8.976606
10283, 3, 8.926848
5667, 3, 8.921116
21865, 3, 8.914349
14468, 3, 8.903571
19330, 2, 8.846975
9748, 2, 8.846765
4609, 2, 8.839192
9827, 2, 8.839192
9592, 2, 8.692553
18752, 2, 8.673437
18199, 2, 8.670203
20320, 3, 8.662289
4864, 3, 8.660805
20910, 2, 8.640859
5090, 2, 8.640630
24086, 2, 8.628070
24087, 2, 8.627734
16263, 2, 8.623388
2562, 2, 8.622959
11241, 2, 8.610822
11242, 2, 8.610485
6902, 2, 8.610129
6903, 2, 8.609792
4354, 2, 8.582447
9785, 2, 8.582447
20017, 3, 8.565757
9789, 3, 8.565065
13256, 2, 8.557803
632, 2, 8.557566
9727, 2, 8.518386
19872, 2, 8.500104
7898, 0, 8.492208
14457, 3, 8.455683
1512, 3, 8.454116
18184, 3, 8.447269
3238, 3, 8.441593
14525, 2, 8.422095
3849, 3, 8.417386
9474, 2, 8.414314
1456, 2, 8.414084
